13,1,798,181,89,89,0.5208,66
40,1,-5,188,70,88,0.6974,201
46,1,589,193,78,79,0.6395,231
47,1,588,191,81,80,0.6405,236
48,1,592,188,84,85,0.5615,241
52,1,654,181,81,80,0.5779,261
53,1,655,182,83,86,0.6698,266
55,1,264,176,74,78,0.5241,276
56,1,689,185,88,91,0.6268,281
57,1,701,183,84,85,0.6348,286
58,1,714,183,88,92,0.7878,291
59,1,731,179,84,91,0.6697,296
60,1,732,179,93,91,0.7868,301
61,1,739,185,85,89,0.6604,306
62,1,766,184,88,91,0.7366,311
63,1,775,181,91,97,0.6918,316
64,1,780,179,90,96,0.6570,321
65,1,785,180,88,95,0.6208,326
66,1,785,180,90,96,0.6807,331
67,1,785,188,92,93,0.7029,336
69,1,409,184,76,84,0.5218,346
70,1,416,185,81,93,0.6094,351
72,1,838,189,86,89,0.5171,361
73,1,834,184,94,98,0.7184,366
73,1,432,174,79,91,0.6585,366
74,1,851,187,86,89,0.5340,371
75,1,431,183,85,92,0.6546,376
75,1,858,188,84,89,0.5827,376
76,1,427,185,90,93,0.7746,381
76,1,851,199,90,94,0.5710,381
77,1,428,185,90,90,0.7453,386
77,1,862,187,88,91,0.5513,386
78,1,859,184,92,96,0.7222,391
78,1,428,178,88,94,0.7103,391
79,1,854,182,99,102,0.8344,396
79,1,429,175,89,91,0.7375,396
80,1,852,178,100,102,0.8203,401
80,1,430,167,84,87,0.6076,401
81,1,851,176,99,104,0.7911,406
81,1,428,166,84,84,0.5810,406
82,1,854,176,97,99,0.7451,411
82,1,428,165,84,86,0.5128,411
83,1,854,177,99,99,0.7544,416
83,1,430,167,84,84,0.5687,416
84,1,853,175,100,102,0.7597,421
84,1,430,167,84,84,0.5153,421
85,1,853,175,100,103,0.8058,426
85,1,433,168,83,85,0.5351,426
86,1,855,176,100,101,0.7642,431
86,1,435,169,82,83,0.5305,431
87,1,854,175,102,105,0.7796,436
87,1,435,170,85,88,0.5634,436
88,1,852,176,100,105,0.8073,441
88,1,435,172,86,88,0.5433,441
89,1,851,175,102,107,0.8265,446
89,1,435,170,86,85,0.5055,446
90,1,856,177,99,97,0.7589,451
90,1,436,172,86,82,0.6116,451
91,1,852,174,102,104,0.8014,456
91,1,436,172,85,81,0.5541,456
92,1,855,173,100,104,0.7432,461
92,1,436,171,84,82,0.5233,461
93,1,857,176,101,104,0.7953,466
93,1,437,172,89,83,0.6523,466
94,1,858,174,99,101,0.7327,471
94,1,834,149,139,153,0.5128,471
95,1,857,173,101,101,0.7503,476
95,1,437,171,87,84,0.6331,476
96,1,865,176,99,101,0.7964,481
96,1,441,174,89,86,0.6762,481
97,1,869,177,102,103,0.8128,486
97,1,454,170,85,86,0.6307,486
98,1,874,178,103,104,0.8166,491
98,1,452,173,88,86,0.7897,491
99,1,874,178,103,101,0.7834,496
99,1,452,171,88,87,0.7427,496
100,1,876,177,101,102,0.7707,501
100,1,454,170,85,87,0.6524,501
101,1,873,179,102,101,0.8146,506
101,1,455,171,83,89,0.5852,506
101,1,1246,309,38,92,0.5364,506
102,1,871,178,101,104,0.8135,511
102,1,455,171,84,85,0.6882,511
102,1,1251,311,33,96,0.5013,511
103,1,875,179,98,102,0.7876,516
103,1,454,172,84,87,0.6664,516
104,1,874,178,102,104,0.8073,521
104,1,454,171,85,85,0.5898,521
105,1,879,176,99,103,0.7685,526
106,1,881,173,97,101,0.6777,531
107,1,880,173,98,101,0.7007,536
108,1,884,175,91,100,0.6070,541
109,1,896,171,92,97,0.5896,546
110,1,897,170,91,97,0.6212,551
111,1,898,168,92,97,0.6902,556
112,1,898,170,97,101,0.7346,561
112,1,878,144,134,159,0.5721,561
112,1,465,162,83,83,0.5231,561
113,1,899,169,97,101,0.7348,566
113,1,880,146,131,156,0.6251,566
114,1,898,171,95,102,0.7303,571
115,1,899,171,94,100,0.7088,576
115,1,879,148,129,153,0.6531,576
116,1,895,172,95,100,0.7728,581
117,1,897,169,95,101,0.7240,586
117,1,461,164,82,84,0.6795,586
118,1,897,168,96,102,0.7589,591
118,1,462,164,81,83,0.6718,591
119,1,899,168,94,100,0.7214,596
119,1,462,164,80,84,0.5659,596
120,1,899,168,97,102,0.7631,601
120,1,461,163,86,82,0.6776,601
121,1,898,167,97,103,0.7457,606
122,1,900,166,94,103,0.6401,611
122,1,882,144,131,156,0.6143,611
123,1,901,166,96,101,0.6943,616
123,1,881,142,136,158,0.5737,616
124,1,900,166,96,102,0.7051,621
124,1,482,161,80,81,0.5805,621
124,1,881,143,135,157,0.5567,621
125,1,899,166,96,102,0.6805,626
125,1,881,143,135,158,0.5806,626
126,1,900,165,95,101,0.6576,631
126,1,880,140,137,160,0.5562,631
127,1,898,164,98,102,0.6762,636
127,1,879,142,137,155,0.6450,636
128,1,899,164,97,103,0.6423,641
128,1,880,142,137,157,0.6386,641
129,1,901,166,95,100,0.6437,646
130,1,899,165,96,101,0.6515,651
130,1,880,141,137,157,0.5729,651
131,1,900,167,97,102,0.7191,656
132,1,900,165,94,101,0.6452,661
132,1,881,143,133,155,0.5173,661
133,1,898,163,96,102,0.7287,666
134,1,899,163,95,99,0.7236,671
135,1,899,161,91,100,0.6737,676
135,1,878,137,133,158,0.5409,676
136,1,900,161,92,100,0.6624,681
136,1,880,138,133,157,0.5222,681
137,1,902,161,90,100,0.6014,686
137,1,882,137,134,159,0.5754,686
138,1,899,160,92,100,0.7044,691
138,1,880,138,131,155,0.6180,691
139,1,900,161,91,99,0.6424,696
139,1,879,136,134,160,0.5398,696
140,1,881,139,134,155,0.6238,701
140,1,901,162,92,98,0.6175,701
141,1,879,139,136,154,0.6693,706
142,1,881,139,134,155,0.6531,711
142,1,902,161,91,99,0.5920,711
143,1,881,139,132,155,0.6624,716
143,1,901,161,93,100,0.6277,716
144,1,902,161,92,100,0.6688,721
144,1,881,139,134,155,0.6341,721
144,1,363,160,79,78,0.5908,721
145,1,901,159,94,102,0.7781,726
146,1,913,160,95,100,0.8011,731
147,1,914,153,96,104,0.8093,736
148,1,917,155,95,103,0.7942,741
149,1,913,159,99,106,0.7955,746
150,1,911,158,92,96,0.6672,751
150,1,883,133,140,158,0.5793,751
151,1,903,158,93,96,0.7200,756
152,1,880,136,138,158,0.6560,761
152,1,903,158,92,100,0.6078,761
153,1,905,157,90,101,0.6766,766
153,1,882,135,136,158,0.5645,766
154,1,907,156,90,103,0.7373,771
155,1,905,153,89,101,0.6828,776
156,1,905,155,90,101,0.6632,781
156,1,881,133,137,158,0.5930,781
157,1,903,156,88,99,0.6399,786
157,1,879,133,137,161,0.5136,786
158,1,902,156,89,97,0.6467,791
159,1,903,153,90,100,0.7354,796
160,1,901,155,89,99,0.7357,801
161,1,896,154,91,100,0.6008,806
161,1,873,130,136,166,0.5896,806
162,1,856,136,137,145,0.6705,811
162,1,880,155,92,99,0.6488,811
163,1,862,150,92,100,0.7023,816
165,1,810,150,85,94,0.6242,826
168,1,691,159,81,82,0.5047,841
169,1,669,143,80,83,0.6628,846
170,1,628,141,85,87,0.7725,851
171,1,600,136,87,89,0.7690,856
183,1,636,122,89,84,0.5317,916
