0,1,175,198,79,83,0.9243,1
1,1,172,197,85,85,0.7971,6
2,1,171,195,85,84,0.8085,11
3,1,173,192,85,88,0.9314,16
17,1,179,230,90,86,0.5070,86
21,1,227,232,92,104,0.5652,106
47,1,728,323,124,135,0.9144,236
47,1,439,381,123,103,0.5956,236
48,1,699,312,122,121,0.9529,241
49,1,670,276,128,133,0.9587,246
49,1,419,331,123,124,0.8155,246
50,1,633,235,113,127,0.9495,251
50,1,411,283,112,119,0.8982,251
51,1,611,246,101,118,0.9131,256
51,1,397,256,108,112,0.7532,256
52,1,583,240,104,106,0.8580,261
52,1,394,232,94,100,0.8543,261
53,1,577,219,92,106,0.8884,266
53,1,372,224,95,93,0.8757,266
54,1,566,214,97,103,0.9506,271
54,1,360,213,92,91,0.9021,271
55,1,576,214,95,106,0.9043,276
55,1,343,203,82,86,0.8846,276
56,1,324,204,83,86,0.8295,281
56,1,625,210,97,109,0.7819,281
57,1,298,197,87,89,0.9245,286
57,1,676,220,99,107,0.8685,286
58,1,726,225,88,91,0.9221,291
58,1,262,203,85,89,0.7992,291
59,1,757,220,85,95,0.9595,296
59,1,224,216,92,92,0.8727,296
60,1,769,216,82,89,0.9224,301
60,1,212,214,87,93,0.8166,301
61,1,790,210,62,79,0.8131,306
61,1,209,213,84,94,0.7295,306
62,1,211,212,87,94,0.8096,311
62,1,811,206,41,76,0.7630,311
63,1,820,212,32,62,0.5208,316
63,1,227,192,88,108,0.5146,316
64,1,259,204,82,94,0.9089,321
65,1,294,201,91,100,0.9109,326
66,1,316,200,95,99,0.8298,331
67,1,331,216,93,93,0.9290,336
68,1,367,231,94,90,0.9006,341
68,1,827,186,25,61,0.5581,341
69,1,378,245,108,98,0.9363,346
70,1,383,265,101,100,0.8118,351
71,1,354,305,112,110,0.9000,356
72,1,336,312,120,111,0.8524,361
73,1,340,302,118,109,0.9549,366
73,1,817,180,35,69,0.6810,366
74,1,349,309,125,118,0.9413,371
74,1,812,179,40,77,0.8511,371
75,1,353,307,128,118,0.9382,376
75,1,804,184,48,68,0.6456,376
76,1,353,305,132,127,0.9428,381
76,1,790,199,62,63,0.6572,381
77,1,355,307,129,123,0.9206,386
77,1,773,206,73,75,0.8189,386
78,1,356,300,128,121,0.9566,391
78,1,758,208,79,86,0.9121,391
79,1,359,293,121,127,0.9205,396
79,1,732,211,91,101,0.9202,396
80,1,360,281,114,112,0.9486,401
80,1,697,230,85,101,0.8055,401
81,1,353,271,115,111,0.9469,406
81,1,656,224,104,116,0.8358,406
82,1,612,228,108,110,0.9048,411
82,1,340,270,111,112,0.8860,411
83,1,334,269,102,114,0.7689,416
83,1,558,221,102,119,0.7443,416
84,1,525,225,95,103,0.9414,421
84,1,332,263,99,105,0.9199,421
85,1,485,231,90,90,0.9694,426
85,1,332,263,97,104,0.9322,426
86,1,314,252,102,107,0.9143,431
86,1,439,220,93,94,0.8883,431
87,1,305,256,94,95,0.9535,436
87,1,406,201,88,103,0.7724,436
88,1,370,197,92,100,0.8690,441
88,1,299,245,95,101,0.8578,441
89,1,288,243,100,97,0.9620,446
89,1,339,190,89,89,0.8517,446
90,1,334,184,90,91,0.9367,451
90,1,283,242,100,100,0.9352,451
91,1,277,247,92,91,0.9491,456
91,1,334,183,87,91,0.8883,456
92,1,267,256,92,87,0.9558,461
92,1,332,182,93,92,0.8074,461
93,1,261,261,92,90,0.9683,466
93,1,329,180,95,94,0.7571,466
94,1,261,264,89,89,0.9604,471
94,1,329,171,96,95,0.7584,471
95,1,260,263,86,88,0.9641,476
95,1,336,172,91,94,0.8589,476
96,1,266,264,85,85,0.9557,481
96,1,342,175,89,88,0.8849,481
97,1,270,261,85,86,0.9567,486
97,1,359,172,83,92,0.8569,486
98,1,269,251,89,92,0.9623,491
98,1,378,172,80,91,0.9154,491
99,1,270,245,92,94,0.9575,496
99,1,378,171,83,87,0.9332,496
100,1,381,162,90,96,0.8871,501
100,1,273,244,87,94,0.8836,501
101,1,268,234,90,99,0.9098,506
101,1,374,161,87,94,0.8646,506
102,1,268,236,85,94,0.9145,511
102,1,373,163,81,92,0.8822,511
103,1,270,235,88,93,0.9369,516
103,1,368,162,82,89,0.8761,516
104,1,269,230,87,93,0.9251,521
104,1,361,163,83,87,0.9244,521
105,1,359,164,85,87,0.9324,526
105,1,268,227,89,93,0.9129,526
106,1,274,229,88,91,0.9325,531
106,1,364,165,83,84,0.9070,531
107,1,273,228,88,88,0.9550,536
107,1,383,157,88,99,0.8523,536
108,1,275,227,89,88,0.9483,541
108,1,397,159,94,91,0.8962,541
109,1,277,231,88,85,0.9688,546
109,1,429,162,86,94,0.8891,546
110,1,276,229,89,86,0.9607,551
110,1,454,154,96,98,0.9123,551
111,1,269,228,99,87,0.9619,556
111,1,467,159,90,93,0.9290,556
112,1,471,164,89,89,0.8995,561
112,1,271,228,102,98,0.8963,561
113,1,480,168,89,97,0.9505,566
113,1,286,232,95,89,0.9478,566
114,1,296,226,93,88,0.9314,571
114,1,485,163,93,109,0.8438,571
115,1,495,169,91,102,0.9445,576
115,1,296,217,100,92,0.9221,576
116,1,304,205,96,94,0.9164,581
116,1,512,177,105,111,0.9027,581
117,1,311,198,102,105,0.9027,586
117,1,541,185,111,119,0.8253,586
118,1,329,205,108,108,0.9344,591
118,1,587,194,101,115,0.9220,591
119,1,352,218,117,105,0.9533,596
119,1,623,205,111,117,0.9012,596
120,1,656,215,111,117,0.8383,601
120,1,365,216,106,108,0.8357,601
121,1,695,220,100,113,0.8841,606
121,1,372,216,111,113,0.8718,606
122,1,383,222,118,117,0.9401,611
122,1,744,216,104,114,0.8609,611
123,1,401,235,116,118,0.9058,616
123,1,773,233,79,123,0.6228,616
124,1,420,256,124,116,0.9216,621
125,1,442,271,145,125,0.9194,626
126,1,475,291,136,136,0.7424,631
127,1,521,311,115,126,0.7079,636
133,1,760,241,92,116,0.5128,666
134,1,749,220,103,119,0.8197,671
135,1,741,211,108,118,0.8198,676
136,1,732,203,111,122,0.8106,681
137,1,718,208,110,120,0.7618,686
138,1,716,212,103,120,0.8530,691
138,1,646,158,91,115,0.6037,691
139,1,716,221,108,114,0.8106,696
139,1,619,365,114,116,0.5248,696
140,1,737,247,104,114,0.7481,701
140,1,552,336,121,124,0.5934,701
141,1,742,270,104,112,0.7263,706
141,1,518,311,121,124,0.6275,706
142,1,499,280,120,130,0.9467,711
142,1,745,271,102,113,0.8749,711
143,1,494,270,126,131,0.9413,716
143,1,749,268,99,120,0.6040,716
144,1,498,247,121,134,0.9036,721
144,1,745,268,100,118,0.7962,721
145,1,497,244,117,120,0.9606,726
145,1,750,250,94,126,0.5633,726
146,1,489,220,118,115,0.9673,731
147,1,477,206,118,116,0.9742,736
147,1,748,307,99,112,0.7517,736
148,1,466,202,99,100,0.9576,741
149,1,437,194,94,93,0.8524,746
150,1,428,182,88,93,0.5241,751
151,1,404,169,91,91,0.7943,756
152,1,386,161,87,93,0.8805,761
153,1,374,161,86,88,0.8845,766
154,1,358,137,85,99,0.6730,771
155,1,337,140,90,94,0.8557,776
156,1,331,137,84,90,0.8156,781
157,1,323,135,90,92,0.8147,786
158,1,326,137,88,88,0.8353,791
159,1,330,137,86,89,0.7970,796
160,1,337,132,90,93,0.7101,801
162,1,355,129,89,92,0.5807,811
162,1,370,140,61,65,0.5745,811
163,1,356,131,86,88,0.6071,816
164,1,355,132,86,88,0.7255,821
165,1,361,137,84,85,0.7567,826
166,1,371,145,63,64,0.5617,831
167,1,371,145,63,64,0.5902,836
168,1,371,143,64,65,0.6255,841
169,1,371,144,65,66,0.6502,846
170,1,375,146,61,65,0.5229,851
171,1,374,147,60,64,0.5415,856
172,1,358,134,88,93,0.5000,861
173,1,366,142,86,86,0.7318,866
174,1,366,139,84,88,0.6721,871
175,1,365,133,85,91,0.7027,876
176,1,366,134,84,88,0.5966,881
177,1,739,338,106,136,0.5529,886
178,1,720,343,113,129,0.8234,891
178,1,365,133,84,88,0.6112,891
179,1,716,341,119,131,0.8894,896
179,1,367,131,83,87,0.7483,896
180,1,726,336,119,130,0.9069,901
180,1,364,132,82,88,0.7747,901
181,1,725,331,122,132,0.9420,906
181,1,361,126,84,88,0.8211,906
182,1,728,325,124,133,0.9440,911
182,1,339,135,92,100,0.6855,911
183,1,726,322,123,135,0.9003,916
183,1,335,150,84,99,0.7211,916
184,1,715,310,121,124,0.9293,921
184,1,324,165,93,100,0.7658,921
185,1,692,310,132,125,0.9452,926
185,1,314,177,101,104,0.6986,926
186,1,690,312,123,121,0.9312,931
186,1,305,191,86,89,0.8843,931
187,1,688,307,130,127,0.9449,936
187,1,289,196,90,92,0.8440,936
188,1,699,304,137,132,0.8769,941
188,1,286,194,98,101,0.7652,941
189,1,719,310,119,124,0.8741,946
189,1,272,195,94,95,0.8514,946
190,1,286,213,98,97,0.8401,951
190,1,736,308,115,124,0.7651,951
191,1,284,228,95,93,0.9139,956
191,1,751,312,98,118,0.6559,956
192,1,283,227,99,95,0.9376,961
193,1,285,231,97,95,0.9381,966
194,1,282,233,98,95,0.9267,971
195,1,281,232,97,96,0.9218,976
196,1,268,236,99,96,0.9409,981
196,1,752,337,99,127,0.7022,981
197,1,260,236,94,97,0.8880,986
197,1,744,338,107,130,0.6239,986
198,1,256,234,96,99,0.8849,991
198,1,746,338,106,120,0.8090,991
199,1,261,238,93,93,0.9654,996
199,1,749,336,102,118,0.7654,996
200,1,273,237,91,89,0.9398,1001
200,1,752,330,100,120,0.7045,1001
201,1,287,235,94,94,0.9363,1006
202,1,317,227,91,98,0.9451,1011
203,1,341,221,94,97,0.9268,1016
204,1,376,209,105,104,0.9228,1021
205,1,383,202,98,99,0.8885,1026
206,1,379,198,102,96,0.9043,1031
207,1,370,191,97,101,0.8523,1036
208,1,338,213,95,95,0.9293,1041
209,1,327,225,93,96,0.8814,1046
210,1,328,231,84,98,0.5969,1051
211,1,305,246,97,99,0.7888,1056
212,1,304,247,96,99,0.8574,1061
213,1,305,256,91,90,0.8476,1066
214,1,300,266,92,93,0.6997,1071
215,1,296,281,99,101,0.7350,1076
218,1,668,373,133,111,0.7484,1091
219,1,645,358,127,126,0.7411,1096
220,1,592,340,132,122,0.9187,1101
221,1,569,312,110,122,0.7452,1106
222,1,494,321,112,118,0.9262,1111
223,1,306,292,93,104,0.7587,1116
223,1,449,353,97,114,0.5288,1116
224,1,305,296,89,92,0.8874,1121
225,1,298,295,95,100,0.8937,1126
226,1,296,294,100,104,0.8618,1131
227,1,294,294,97,105,0.8197,1136
231,1,300,340,99,114,0.5454,1156
233,1,336,282,99,91,0.8898,1166
234,1,381,255,101,94,0.9323,1171
235,1,443,230,99,98,0.9524,1176
236,1,478,220,91,94,0.9276,1181
236,1,397,352,97,116,0.5228,1181
237,1,495,216,109,104,0.9596,1186
237,1,420,333,108,118,0.8299,1186
238,1,544,231,109,106,0.9542,1191
238,1,472,310,116,130,0.9051,1191
239,1,533,302,121,138,0.8597,1196
239,1,584,235,109,115,0.7107,1196
240,1,646,230,101,108,0.8502,1201
240,1,645,335,113,123,0.6744,1201
241,1,708,258,98,112,0.8018,1206
242,1,746,253,102,116,0.5828,1211
